head,rel,tail
Q6P5Z2,i,P28482
Q14680,i,P12931
Q8IW41,i,Q8TEW0
Q13131,i,P62834
P11802,i,Q9BVI0
P41743,i,P50570
Q8TD19,i,Q03135
P00533,i,Q92974
P78368,i,Q12959
P17612,i,P05556
P53779,i,P08670
P42684,i,P62258
P45984,i,Q9UQB8
P53350,i,Q02241
P52564,i,P17655
P19784,i,O15511
Q13464,i,Q13418
Q99558,i,Q14676
P31152,i,P62280
Q16539,i,P31431
Q14289,i,P12931
Q13153,i,Q16625
Q96BR1,i,P04083
P22612,i,O15511
P31152,i,Q8TEW0
Q8TD19,i,P62745
O75914,i,P04040
P22612,i,P28482
Q92630,i,P06748
Q04759,i,Q15599
Q8TD19,i,Q92558
P28482,i,P48067
P31749,i,O14640
O00141,i,P13861
Q9UBE8,i,P27361
P15056,i,P27361
P06493,i,P61073
Q9UM73,i,Q12959
Q9P286,i,Q14118
P33981,i,Q05513
P19784,i,Q15599
Q14164,i,P04083
Q05655,i,O75581
P31751,i,P17655
P12931,i,P63328
P68400,i,Q13239
Q13555,i,P05023
P45983,i,P00523
P19784,i,Q92974
P24941,i,P62491
Q05513,i,P42262
P15531,i,O14974
Q9HC98,i,Q03135
Q96RR4,i,P06748
Q15418,i,P35269
P43250,i,P52799
O75116,i,O75955
Q13164,i,P04083
O60674,i,P63328
Q00535,i,Q9UQB8
Q04759,i,P15529
Q13177,i,P49768
P17252,i,P07332
P19784,i,P15311
P28482,i,Q14511
Q8IV63,i,P17655
Q9BUB5,i,P04792
O75385,i,P18206
P22612,i,P13861
Q9BYP7,i,Q9Y4G8
Q9HC98,i,O43707
P43250,i,P62745
Q9BWU1,i,P11021
Q8IWU2,i,P26038
P12931,i,P62258
P04049,i,Q14118
Q9BYP7,i,Q8TEW0
Q13233,i,P39019
P45984,i,P11912
P06239,i,P27348
Q9UQ88,i,P27361
P49674,i,O14974
Q06187,i,P27361
Q02750,i,P13498
Q13131,i,Q15366
O95218,i,P61978
Q96KB5,i,P17655
P22694,i,Q03135
Q14004,i,P35372
P24941,i,Q92542
P05771,i,Q14676
P78368,i,P28482
P00533,i,P31645
Q13535,i,P62917
P78368,i,Q02750
P06239,i,Q15555
P41743,i,P61764
Q15139,i,P06748
Q93008,i,P61978
O00206,i,P30101
O96017,i,Q96QB1
Q04771,i,P05111
P18031,i,P11717
Q15120,i,P28482
Q8TEW0,i,P28482
Q12834,i,P61978
O94768,i,P27361
PR:000007204,i,P06396
P36897,i,Q12846
Q75MR0,i,P23458
P41279,i,P11021
Q96S53,i,O00560
Q9P1W9,i,P15311
P0C731,i,P20248
P67870,i,P28482
Q14258,i,Q14511
P67870,i,Q8WXH0
P05771,i,O14974
P51587,i,Q06609
O43683,i,P05023
O14745,i,P35579
P09769,i,P00749
P11362,i,Q8TEW0
P10398,i,P04040
O15392,i,P14923
Q9P1W9,i,P11021
Q9H2X6,i,O43707
Q5VWQ8,i,O60716
P33897,i,P27361
Q13418,i,P35372
P25963,i,P04040
P49674,i,Q6UVK1
P51955,i,Q13418
P33981,i,P28482
P51813,i,P04040
Q9UHD2,i,P35372
Q14012,i,P12814
Q9Y6E0,i,O00560
P15056,i,O60716
Q9UBE8,i,P41743
Q13418,i,Q7L0J3
Q9NPF5,i,Q14161
P01100,i,P08631
Q16288,i,Q86UL8
Q08881,i,Q12846
P19525,i,P35372
Q02750,i,Q6NZI2
Q6ZNE5,i,P19022
P10415,i,P22681
P63000,i,P60953
O75116,i,Q92974
Q13164,i,O00161
P10644,i,P04083
P53778,i,P13861
PR:000007102,i,Q14160
Q05513,i,Q14289
Q13164,i,P27348
P08922,i,Q12959
O95405,i,O75955
O60674,i,Q9UJU6
P42684,i,P17661
Q13976,i,P62834
Q9UJY5,i,Q14155
A0A0S2Z3I6,i,Q9H3Z4
Q02156,i,P41743
P04637,i,P04040
Q8IW41,i,P27361
Q13043,i,O00560
Q15208,i,O60674
Q8IXJ6,i,Q9H2B2
Q13233,i,P04083
P07949,i,P52799
Q00610,i,P49768
P46734,i,Q14155
Q15382,i,P04040
Q9UDY2,i,P42566
Q07912,i,P31146
P14618,i,P63328
Q9Y297,i,P12931
Q14289,i,Q13393
P23443,i,O43707
O95835,i,P61978
P53671,i,P27361
P04629,i,Q16625
P42679,i,P62280
O00401,i,P18206
Q64127,i,Q6UVK1
Q14289,i,P51809
P49760,i,P30101
P98161,i,O75955
Q15759,i,P62745
Q9H4B4,i,Q86UL8
Q02750,i,P26038
Q9HBH9,i,Q02750
P15056,i,P05023
P08631,i,P15311
Q683Z8,i,P27361
Q9UKC9,i,Q49AN0
P41240,i,O00560
P36507,i,O60716
Q9GZY8,i,P50570
P36896,i,P04040
Q13557,i,O00560
P51787,i,P27361
Q15131,i,P61978
Q01959,i,P63104
P14373,i,P06396
P0DP23,i,O75955
Q9UEE5,i,P19022
P05129,i,P31645
Q00534,i,P11021
Q92547,i,P06748
O14936,i,Q12959
Q16584,i,O00560
P20749,i,P98082
P04413,i,P19838
Q9Y6D9,i,Q12959
Q8IVH8,i,P13498
P41279,i,Q13045
Q99683,i,P11717
P07949,i,P11717
Q01973,i,Q12959
O60885,i,P62745
Q8IVT5,i,P28482
O95218,i,P04083
P41240,i,P55072
P08631,i,P61073
P50402,i,Q00610
Q8IVT5,i,P11021
P42681,i,O00161
P63010,i,P27361
Q05397,i,P42262
Q16512,i,P0DMV8
Q9BZL6,i,Q15366
P11473,i,P39019
P53779,i,O00560
Q96KB5,i,Q14155
P51955,i,P62280
Q07954,i,P42858
Q12778,i,P61978
O14733,i,O15511
P36402,i,P17096
Q8WYK2,i,P35372
O43683,i,Q9Y4G8
P37173,i,P05023
Q5FBB7,i,P06396
Q6VAB6,i,P19022
P31751,i,P27348
Q9HCP0,i,Q9Y4G8
O75676,i,P35372
P31751,i,P35372
Q99683,i,P26038
Q05397,i,P56817
Q15139,i,P31645
P49336,i,P04792
Q92466,i,Q13873
P08631,i,O75955
Q02156,i,P35579
Q96KB5,i,P28482
P27448,i,P22681
Q9Y5S2,i,Q9H3Z4
Q9UH99,i,O60716
P11362,i,P62280
Q04863,i,Q9NQU5
Q15418,i,P31146
P63101,i,O75955
Q09472,i,Q02750
P53779,i,P08631
O96017,i,P35372
O60244,i,P31645
P07949,i,Q13153
P50613,i,Q12959
P49840,i,P31645
P62834,i,P62491
Q13547,i,Q96AC1
P16591,i,P11717
Q09472,i,Q8WXH0
P22607,i,Q02297
Q9H081,i,P05023
Q14676,i,Q14155
Q00403,i,Q03135
Q9H204,i,P04040
P10415,i,Q8WXH0
P21675,i,Q15555
P27361,i,Q01105
PR:000025960,i,Q9Y4G8
Q16512,i,P62745
O75676,i,P61978
Q9UNA4,i,P06396
P11362,i,P13498
P54764,i,Q9Y4G8
P78527,i,P11021
Q07912,i,Q9UJU6
Q9UQB9,i,P29350
PR:000027108,i,P30050
P24723,i,P62745
P51955,i,Q9Y4G8
P06213,i,O43707
Q8N752,i,Q12959
P15311,i,O43707
O76039,i,P31645
P10415,i,Q96CV9
P19388,i,O96013
Q13616,i,Q16625
P48729,i,P31146
Q9UBJ2,i,P13498
P04637,i,Q14676
P42858,i,Q12959
Q9UJX3,i,P22681
P0DPB3,i,Q86UL8
PR:000003057,i,P62280
Q9BVJ7,i,P06748
O14920,i,P04083
Q8TAS1,i,P05023
P35222,i,P63208
Q8IZL9,i,P08631
P51812,i,O15143
Q9UKA1,i,P43405
O00459,i,P04626
P20591,i,P14923
Q15208,i,P61978
P54764,i,P13498
Q09013,i,P61978
A1X283,i,P31146
Q5S007,i,O43707
Q9Y572,i,P0DMV8
P08631,i,P61764
Q9NRD5,i,Q8TEW0
PR:000003057,i,Q13418
P16070,i,P27824
O14641,i,P11717
O15379,i,O00161
P07900,i,Q8WXH0
O96013,i,Q9Y4G8
P36888,i,P17655
Q16665,i,Q15555
Q9UNH7,i,O00560
P42684,i,Q14160
Q9BZL6,i,P13498
O43318,i,P13498
Q9H2X6,i,P04040
P23458,i,P35372
A9UF07,i,O00560
Q13464,i,O43707
Q96QF0,i,P28482
Q13976,i,Q14511
O54918,i,Q9UNA1
Q9ULW0,i,Q9Y4G8
P19525,i,P11021
PR:000035365,i,Q9BR76
Q13554,i,P12931
Q07817,i,P62280
Q92831,i,P27361
O00238,i,P06396
Q9UPZ9,i,P31431
Q9UL54,i,O60674
Q15759,i,O43707
Q9BS79,i,P62280
Q9Y6D9,i,Q86UL8
Q96D31,i,O60716
PR:000002696,i,P30101
P11831,i,P28482
P29317,i,Q15700
O75116,i,Q14155
P17275,i,Q6UVK1
Q99683,i,P13498
Q92793,i,P61978
Q9P289,i,P19022
P51817,i,P62280
O00444,i,P26038
Q9UIK4,i,P62745
P21675,i,P62841
Q96J92,i,P07910
P09769,i,P61978
P54646,i,P31749
P0DN76,i,P18206
O15111,i,Q96QB1
P49840,i,P63000
Q9UM73,i,Q14161
O14777,i,O00560
Q5VT25,i,O14640
Q9UKE5,i,P13498
P29323,i,P04083
Q13177,i,O60716
P51587,i,Q03135
Q07869,i,Q14155
A0A024R1D8,i,O00560
Q16659,i,O00560
Q13627,i,P11233
Q9Y243,i,P12830
Q86Y07,i,P06396
Q96PY6,i,Q8WXH0
Q9Y6E0,i,P0DMV8
Q9NUX5,i,P46783
Q15369,i,Q658W2
P63104,i,Q86UL8
PR:000000104,i,Q9Y4G8
P36897,i,Q05586
O60674,i,O75912
Q9UL54,i,Q8WXH0
O75385,i,P12814
Q9Y5S2,i,P25054
Q9P0L2,i,Q86UL8
P04489,i,P27361
Q96Q15,i,P08631
Q9P1W9,i,P11912
P13010,i,P13498
P62993,i,P61978
P51617,i,P13498
P63000,i,O00203
Q07820,i,P00749
P52564,i,P31645
Q96QB1,i,O60716
PR:000007102,i,Q6UVK1
O75116,i,P61978
Q13557,i,P04040
P15531,i,P27361
P06241,i,P54764
P43403,i,Q12959
Q9Y243,i,P35372
O15350,i,P35372
O60716,i,Q99623
O96017,i,P12830
P53778,i,O75955
Q7Z412,i,P15311
Q13158,i,P04040
P53667,i,O75955
P48730,i,P61978
O14733,i,P04083
Q15831,i,Q14155
P55209,i,Q03135
Q15759,i,P31431
Q8TDC3,i,P31146
P01116,i,P18206
Q15257,i,P04040
Q6PGQ7,i,P35372
P31751,i,O15511
P20936,i,P11717
P22736,i,Q9H2D6
Q02156,i,Q14160
Q5FBB7,i,P30101
P00523,i,P61764
P57059,i,P0DMV8
P61978,i,P06396
O00213,i,Q9UJU6
PR:000003109,i,P35241
Q9P1W9,i,P17655
Q9Y6K9,i,P60953
Q96RG2,i,Q02750
Q13237,i,P13861
Q9NQG6,i,P11912
P11309,i,O15143
Q9HBH9,i,Q8WXH0
Q07912,i,P46939
P37173,i,P04040
Q16566,i,Q14155
Q8TAI7,i,P31645
P25098,i,P05023
Q9UQM7,i,Q9UQB8
P09619,i,P28482
P42224,i,Q96QB1
P05129,i,Q7L0J3
Q13105,i,P04792
P56945,i,P50570
O14965,i,P21333
Q13164,i,P15311
Q07912,i,O75912
P08581,i,P15529
Q15139,i,P08473
Q14573,i,Q14118
P01112,i,Q16539
P00533,i,P51809
Q14164,i,P35372
O95382,i,Q6UVK1
P42336,i,P13498
P31751,i,P12830
O15530,i,Q9Y698
P48730,i,Q02750
Q15208,i,O00161
Q00534,i,P31645
P48729,i,O00560
Q13557,i,Q13418
Q86SG6,i,P11717
P31751,i,P50570
PR:000029188,i,P04040
Q969H0,i,P04040
P00519,i,O00161
Q969H0,i,Q6UVK1
Q5S007,i,Q13153
O43293,i,P62280
P99999,i,P08473
O94855,i,P61978
O15530,i,Q86UL8
P05067,i,P28482
Q13557,i,Q8TDY4
P54646,i,O43707
Q15418,i,O43707
P03247,i,P48549
Q13309,i,O75955
P06400,i,P84022
P62258,i,Q01814
Q9Y463,i,P0DMV8
P46020,i,P17655
PR:000007902,i,Q9BR76
Q9UKV8,i,O43707
Q9BXM7,i,Q13418
P40763,i,Q13418
Q9UQQ2,i,O60716
Q15418,i,P10301
Q9H2X6,i,P13498
P42229,i,P17655
P78352,i,P35372
A0A024R1D8,i,P27361
P05106,i,P56817
Q13554,i,O75955
P04049,i,P27361
P04049,i,P31146
P06213,i,Q03135
P42685,i,O75955
Q9H422,i,Q86UL8
P36507,i,P11717
O14920,i,O00161
Q9Y5P4,i,P11717
P15498,i,P62491
Q13526,i,P06748
O15151,i,P05023
Q13257,i,Q9Y4G8
P29323,i,P31645
PR:000037513,i,Q9BR76
Q13177,i,P11274
Q15759,i,P62280
Q5TCY1,i,P31645
Q9UM73,i,Q14155
Q96QT4,i,P50570
P49840,i,P61586
P35222,i,Q13873
Q9NPI6,i,P29350
Q14C86,i,Q14155
Q02779,i,O75955
P51451,i,P27361
Q9UBE8,i,Q9Y4G8
P49674,i,P04040
Q15349,i,O00560
P21675,i,Q02750
Q16620,i,Q13873
Q16512,i,P06396
P42345,i,P25054
Q13464,i,Q9UJU6
Q9NWZ3,i,P30101
P41279,i,P13861
O75582,i,P39019
P63073,i,P62258
Q86Y07,i,P31431
O60674,i,P62834
Q15349,i,P31749
Q9Y3C5,i,P11912
P34947,i,P61978
O14980,i,P33151
O43353,i,P04083
P49674,i,Q03135
O76070,i,P28482
P05412,i,P39019
P50750,i,Q15366
P49959,i,Q6UVK1
Q07812,i,P28482
O95835,i,P27348
Q8WXH0,i,O15294
PR:000044507,i,P62745
P11802,i,Q6IE81
P08581,i,P11912
Q13547,i,Q96QB1
O94806,i,Q86UL8
Q9NYP9,i,P28482
O95747,i,P04040
P06730,i,P11021
P18075,i,Q6UVK1
PR:000012332,i,Q8TEW0
P63104,i,Q92574
Q15181,i,P39019
P51955,i,P26038
P07947,i,P62834
Q9UEW8,i,P06748
P06239,i,O00161
Q9BX84,i,Q03135
P68431,i,P06396
O43791,i,P04083
A0A0S2Z3I6,i,Q8TEW0
P46937,i,O75955
O60285,i,Q14161
P54753,i,P35372
P45984,i,Q15599
Q12965,i,Q9Y4G8
P43250,i,Q14160
P50750,i,P31749
O15264,i,Q9Y6W5
P10275,i,Q02750
P11021,i,Q03135
Q13177,i,P27824
Q5VT25,i,O60674
P51955,i,Q03135
Q9UPN9,i,P0DMV8
Q13705,i,P06396
P23458,i,O75955
P09769,i,Q8WXH0
P22607,i,P50570
Q9D666,i,Q03135
Q8TDC3,i,P56817
Q02750,i,P35241
P51817,i,P04040
P30530,i,Q9Y4D2
P67870,i,P17655
Q13627,i,P60953
P08631,i,P28482
P19838,i,P20871
P45984,i,P04083
P49137,i,P13498
P49840,i,P19022
P20794,i,P12931
P45985,i,Q86UL8
Q92560,i,P17655
Q13526,i,P13861
P58753,i,P54764
P07947,i,P11274
Q5TA31,i,P04040
Q13555,i,P0DMV8
Q9Y6K9,i,P31146
Q13153,i,P08473
P78362,i,Q8WXH0
Q9Y4K4,i,Q14155
P48736,i,P27361
Q13976,i,P60953
Q86VP3,i,P26038
Q13535,i,Q96QB1
Q92793,i,Q14161
Q9BXA7,i,P0DMV8
P38398,i,Q14676
P10721,i,P04040
P23443,i,Q8TEW0
P62260,i,P12931
P25054,i,Q86UL8
P11274,i,Q86UL8
P11362,i,O00560
P14635,i,P11912
Q13233,i,P61978
P78527,i,P22681
Q13237,i,P61978
P23769,i,P62280
P49840,i,O00161
P67870,i,O00161
P08069,i,P61978
Q13464,i,P0DMV8
Q8NG31,i,Q02750
Q92973,i,P61978
P08069,i,O14786
Q9UKC9,i,P19022
Q9Y2H2,i,Q9UQB3
Q8TAF3,i,P04083
Q7KZI7,i,P11021
Q14457,i,P31146
Q15349,i,Q05209
Q16584,i,P06396
O60238,i,P11021
Q8TDC3,i,Q14160
Q99683,i,P62745
P43405,i,P18031
Q96RE7,i,P07947
O15111,i,P50570
Q86VP6,i,P05023
Q99986,i,Q86UL8
P43405,i,Q05586
P22392,i,P51636
P10415,i,P28482
P41047,i,P04083
P54762,i,Q9ULV4
P36888,i,Q14155
PR:000007102,i,P11717
P05129,i,Q99623
P34932,i,P62834
P12643,i,Q8WXH0
Q14012,i,P05023
P38936,i,P04792
Q13464,i,P07355
P41743,i,Q05513
P04049,i,P62834
P12236,i,P17655
Q16644,i,Q9Y4G8
P27708,i,P06748
Q9NWZ3,i,P0DMV8
P14618,i,P62258
P04637,i,Q9H3D4
P51617,i,Q13418
Q06609,i,O15511
Q13705,i,P37023
P49674,i,Q8TEW0
Q9NZJ5,i,P11021
Q9NZC7,i,P35372
PR:000044507,i,P40259
P50750,i,P30101
P06400,i,Q15796
P11362,i,O60716
O15530,i,P31645
P25098,i,Q08209
Q99967,i,Q13418
P35626,i,Q14118
Q9Y2H1,i,Q9BR76
Q68ED7,i,Q13418
Q15208,i,P04083
Q14289,i,P61764
P04626,i,P63104
Q16654,i,P27361
P27540,i,P06748
Q8IW41,i,P13498
P53355,i,O60716
P57059,i,Q03135
O75116,i,P61073
PR:000026457,i,P27361
O75143,i,P31146
O94804,i,Q02750
Q9UKE5,i,Q14511
P40189,i,P12814
P21802,i,Q86UL8
Q14680,i,P06748
P41279,i,P12830
Q13322,i,Q14160
P28288,i,Q13418
O75943,i,P23396
P41159,i,Q86UL8
Q9EQW6,i,P06748
Q99986,i,P12931
P32780,i,Q14161
P21980,i,P55072
O94921,i,Q6UVK1
P24723,i,P11717
P05771,i,Q8TEW0
Q13526,i,P11912
Q7Z406,i,Q16625
Q9UIK4,i,P06396
P53778,i,P04792
O15357,i,P27361
P11362,i,P62745
Q9BXM7,i,P04040
P09619,i,P61764
Q14680,i,P04083
Q15418,i,O15143
P50750,i,O60716
Q9NQS7,i,Q12959
O95863,i,P11021
Q15172,i,Q02750
PR:000025962,i,P0DMV8
O95835,i,P07947
PR:000029189,i,P62834
Q13554,i,P50570
O95997,i,P35372
P52333,i,P30101
Q13164,i,Q14155
P17987,i,O60716
Q07813,i,P15529
O60566,i,Q14511
Q12834,i,P11021
Q00987,i,P28482
Q13177,i,P08172
P51813,i,Q9Y4G8
Q13485,i,Q9HAU4
Q9UJU2,i,P18084
P48729,i,P08631
P07948,i,P36544
O75925,i,P62280
O60285,i,P61978
P29597,i,Q08209
P53779,i,Q6UVK1
Q6PHR2,i,Q02750
Q5S007,i,Q8TEW0
P14635,i,P84098
Q86V86,i,Q03135
Q5VT25,i,Q12959
Q68ED7,i,P27361
Q9UHD2,i,P28482
Q9NYY3,i,P0DMV8
Q13796,i,Q9UQB8
PR:000007102,i,P11233
Q09013,i,P13861
P08069,i,Q12959
Q13153,i,P12931
O60563,i,Q9ULV4
Q6P2M8,i,P13498
Q15300,i,P31146
P49840,i,P20339
P10721,i,Q14118
P41240,i,P62745
Q9HBH9,i,P61978
P11309,i,O60716
P51955,i,Q02241
Q12846,i,P11717
P42680,i,P61073
Q9UHD2,i,P63000
P15056,i,P31146
P31152,i,P04040
O00560,i,P28482
Q9H0K1,i,P06396
P61981,i,P18206
O14578,i,P05023
P09769,i,Q16625
P30530,i,P05231
Q96QT4,i,P11021
Q15311,i,P18206
O43318,i,P05023
Q03014,i,Q12959
Q16620,i,P31146
Q71DI3,i,Q14155
P07948,i,Q08209
P52292,i,P04899
P49023,i,O60716
Q16644,i,P0DMV8
Q92769,i,P62745
PR:000003237,i,O15143
P51617,i,O60716
P19525,i,P28482
P42679,i,P04040
Q13237,i,P31645
Q16512,i,Q14160
Q9UGP4,i,P14923
Q15119,i,Q8WXH0
Q9UER7,i,Q12959
O14920,i,P15311
Q9Y6X8,i,P31645
P08183,i,P17655
P51813,i,P62280
Q8C669,i,P35372
O94804,i,P11912
O00238,i,Q9UK17
P27694,i,P06748
Q92934,i,O75955
Q08345,i,P11021
Q16566,i,P62841
Q9NRM7,i,P18206
Q9H4B4,i,P11021
Q96EB6,i,Q12959
Q99490,i,P06396
P31323,i,P35372
Q9P0X4,i,P00523
P05879,i,P27348
P55957,i,P19022
Q9W0V1,i,P61160
P51451,i,Q14451
P42336,i,O60716
Q9GZQ8,i,P04083
Q13976,i,Q8TDY4
P06239,i,O15511
P63104,i,Q7L0J3
Q9Y297,i,P11912
Q9NP31,i,P0DMV8
Q15208,i,O75955
Q06187,i,P06396
Q9H7Z6,i,P21980
P53778,i,O15511
P07947,i,O60716
O00311,i,Q8WXH0
P60484,i,P35579
P09619,i,Q99623
Q06124,i,P0DMV8
P55211,i,P06396
O00506,i,P27348
P24723,i,Q15366
P41279,i,Q8WXH0
Q9Y297,i,Q49AN0
Q13535,i,O15511
Q8IYT8,i,P04040
Q13485,i,O15143
Q9UQM7,i,Q13177
P50613,i,P11021
O96013,i,P27361
Q00526,i,P35372
P36888,i,Q12959
Q96BR1,i,Q86UL8
Q8IWQ3,i,Q03135
P48730,i,Q14155
A0A0S2Z3I6,i,P62280
Q9Y5S2,i,O60716
Q8TDC3,i,Q8TEW0
Q05397,i,O75912
P33981,i,Q12959
P30304,i,P0DMV8
O75116,i,O00161
Q9GZZ1,i,P61978
O00141,i,P11912
Q86UR1,i,P27361
P27361,i,Q92673
P67870,i,Q16513
Q5S007,i,P13498
P11309,i,Q15366
P05549,i,P30050
P42684,i,Q15366
Q13043,i,P04040
Q9H4A3,i,P17655
P49674,i,O00560
P22681,i,P04040
PR:000025963,i,P62745
Q05516,i,O43707
P49759,i,P05023
P25098,i,P49757
P27361,i,P14923
P17948,i,P00749
P12931,i,Q9Y2H2
Q9H4A3,i,P13861
Q9NYL2,i,P11912
Q86UU0,i,O00560
Q13557,i,P13498
P41279,i,P61978
Q00526,i,Q15599
Q12851,i,P04040
Q08209,i,Q16625
P07949,i,Q03135
P05231,i,Q03135
P36897,i,P61764
Q15257,i,P0DMV8
PR:000015829,i,P62258
O14980,i,P61981
Q9Y463,i,P04040
Q53HL2,i,P04040
P20248,i,Q9Y666
Q14289,i,Q05513
Q00535,i,P27348
PR:000000164,i,O00560
Q15139,i,Q16625
Q96SB4,i,P28482
Q9HBY8,i,Q03135
Q99697,i,Q15599
P50613,i,O60674
Q92905,i,O00560
P63104,i,P10636
P23443,i,P04040
PR:000012332,i,P0DMV8
P08670,i,P11021
Q7Z434,i,Q07817
P00519,i,P61586
P53778,i,P22681
P35968,i,P11717
Q5VT25,i,P62491
Q9UBE8,i,P31749
Q9HAZ1,i,P31645
P57059,i,P35241
Q9NR22,i,P11717
Q14789,i,P35372
Q8IWQ3,i,P62834
P06400,i,O43707
O43683,i,P62745
O15264,i,P51636
P16591,i,P49768
P29475,i,P49757
Q9Y2I7,i,P42261
P33981,i,Q8WXH0
O14641,i,P06396
P41743,i,P63000
P51449,i,P61978
Q14680,i,P61978
P14618,i,P11274
O60880,i,P11717
Q00535,i,P04083
P22455,i,Q14118
Q9BZD4,i,P17655
P15692,i,P35372
Q9UBE8,i,Q05209
Q02156,i,P60953
Q99683,i,P62258
P52333,i,P13498
Q14164,i,O00161
Q9UIV1,i,P05879
P32780,i,P06748
P42684,i,Q13418
O43684,i,P61978
P57059,i,P62745
P67775,i,P06748
Q8IWU2,i,P11717
Q13042,i,P13498
P25098,i,P31146
P37198,i,Q86UL8
Q61337,i,P30101
P50750,i,P46783
P42685,i,Q02750
P53355,i,P40259
Q9Y2W7,i,P14923
Q03135,i,P37840
P35269,i,P12931
P09619,i,P51809
Q13627,i,Q05655
Q15831,i,Q9UQB8
Q05513,i,P48067
Q9Y6X2,i,P62834
Q00526,i,P28482
Q9NRM7,i,P06396
Q5VV41,i,P39019
P22607,i,P61978
P05111,i,P04083
Q53ET0,i,Q8TDY4
P01100,i,P21675
O14733,i,P27348
P22681,i,Q9P2Y5
P12004,i,Q96QB1
O15392,i,Q15599
P41743,i,P51809
Q16659,i,O14974
Q92547,i,Q00610
P36897,i,Q7L0J3
Q02779,i,Q16625
P30304,i,Q9Y4G8
P62913,i,Q8WXH0
P24864,i,P05879
P43250,i,P04040
Q9UER7,i,P61978
P08100,i,P04083
O15264,i,O75955
P29323,i,P39019
P50750,i,O15143
Q9UKB1,i,P04040
Q5VT25,i,P61764
Q62101,i,O00161
P27448,i,P31645
P63279,i,P15311
P49336,i,Q14161
Q9UBE8,i,Q13418
Q04771,i,P06396
P04626,i,P18206
P07949,i,Q14118
Q86US8,i,O60716
Q13554,i,Q12959
P31749,i,Q92542
Q13563,i,P04083
Q16543,i,O15511
O96017,i,P00749
P35626,i,P13498
Q9H093,i,O60716
Q13164,i,Q9Y624
Q6SA08,i,P63328
P07947,i,Q13418
PR:000000634,i,P40259
P42684,i,P06396
Q71DI3,i,O00161
PR:000000066,i,Q03135
Q13131,i,P31749
O75582,i,O60674
P31749,i,Q09470
Q96BR1,i,P13861
Q13555,i,P35241
P31749,i,Q15700
P42684,i,O00560
PR:000049999,i,P0DMV8
P45985,i,P28482
P35916,i,P13612
P54753,i,P11021
P51813,i,P31146
P15056,i,Q14118
Q13627,i,O43707
Q13237,i,P22681
Q683Z8,i,Q03135
Q15759,i,P08631
O75116,i,P17655
Q13523,i,P26038
Q9BZL6,i,P62280
P08922,i,Q14161
P41279,i,Q7Z5H3
O14965,i,Q8WXH0
P41743,i,P61073
Q05513,i,P46940
P27361,i,O15511
P31323,i,Q16625
Q00535,i,P62491
Q14289,i,P35372
P09769,i,P17655
P36894,i,P61764
P24723,i,Q8TEW0
P41279,i,Q68CZ2
P53350,i,P32004
P23443,i,P13498
P29320,i,Q6UVK1
Q9HCP0,i,P04040
O96013,i,O60716
O75582,i,P04083
Q16566,i,P06748
Q16584,i,P04040
Q9NYY3,i,P60953
P49137,i,P30050
P49137,i,P00523
P51451,i,P31146
Q9UBE8,i,Q03135
P12931,i,P49841
P45983,i,Q4VCS5
Q9Y243,i,Q86UL8
O14965,i,P54764
P35626,i,P62280
P53778,i,P06748
P07948,i,P25054
O14733,i,P19022
A0A059VC25,i,P04040
PR:000000019,i,P27361
P17612,i,Q14155
P52564,i,Q96QB1
P23443,i,Q14160
Q8TDC3,i,P62834
Q15831,i,Q12959
Q9BXM7,i,P62745
PR:000029189,i,O60716
Q9UEW8,i,P35372
Q15746,i,P35372
P07948,i,P42262
O15111,i,P04792
P07949,i,P60953
Q13535,i,Q12959
P27361,i,O00255
Q2M2I8,i,Q12959
Q13627,i,Q96SB3
P27361,i,P29475
Q16539,i,P17661
P49760,i,P13498
P31751,i,P39019
O60285,i,P11021
Q05397,i,Q9Y4G8
Q96J92,i,Q9Y4G8
Q13164,i,P17655
P53355,i,P31146
O60674,i,P05023
P41743,i,Q9UQB8
P43403,i,P35372
Q02156,i,P25054
P35968,i,O60716
P07947,i,O00560
Q14012,i,Q08209
Q99986,i,O75955
Q13315,i,Q05513
PR:000010165,i,P62745
P98161,i,P04083
Q15139,i,O15511
Q13882,i,P08631
Q8TAI7,i,P11021
P06241,i,P27348
P07948,i,Q13873
P31751,i,Q14155
P29322,i,P39019
P06241,i,P07947
P24941,i,P51809
P48729,i,Q9BR76
P49137,i,P07737
O14920,i,P14923
P30291,i,Q03135
Q08881,i,P19022
P68400,i,Q7L0Q8
P53355,i,Q9UKX2
P31749,i,Q13424
Q8IXL6,i,P13498
Q16832,i,P46109
P11802,i,Q14118
P48730,i,O60674
Q13164,i,P61978
Q13131,i,P62280
P45983,i,P07737
Q9UQM7,i,P12931
O43353,i,P11912
P06239,i,Q9UQB3
P08581,i,Q86UL8
Q13555,i,P30101
O15111,i,P22681
Q5TCY1,i,P04083
Q9NYY3,i,Q14118
Q05513,i,P11717
Q96QT4,i,Q86UL8
Q14164,i,P13861
P06213,i,Q14289
Q96NX5,i,P11717
Q05397,i,P60953
O00141,i,P12931
Q15118,i,Q14155
Q15831,i,P35372
Q14164,i,P06748
Q8IW41,i,P05023
P53667,i,P19022
P52564,i,O75955
P68400,i,Q14344
Q2M2I8,i,P28482
P49759,i,Q03135
Q9Y2H1,i,P27361
Q13153,i,P51809
Q9UM73,i,P61978
P49841,i,Q8WX93
Q8IW41,i,P62745
